type	latitude	longitude	altitude (m)	course	slope (%)	distance (km)	distance_interval (m)	slope corrected
3	43.14376	-94.67877	381.4	0	1.1	179.8152	225.52	1.1
3	43.14644	-94.67875	382.7	0.3	0.4	180.1129	297.74	0.4
3	43.14818	-94.67875	383.4	0	0.4	180.3062	193.31	0.4
3	43.14992	-94.67876	382.8	359.8	-0.3	180.4995	193.31	-0.3
3	43.15167	-94.67876	381.3	0	-0.8	180.694	194.42	-0.8
3	43.15276	-94.67875	381	0.4	-0.2	180.8151	121.1	-0.2
3	43.15412	-94.67875	380.2	0	-0.5	180.9661	151.09	-0.5
3	43.15585	-94.67876	379.9	359.8	-0.2	181.1583	192.2	-0.2
3	43.1587	-94.67875	380.8	0.1	0.3	181.475	316.62	0.3
3	43.15903	-94.67875	381	0	0.5	181.5116	36.66	0.5
3	43.16199	-94.67874	381.5	0.1	0.2	181.8405	328.84	0.2
3	43.16919	-94.67871	379	0.2	-0.3	182.6404	799.89	-0.3
3	43.17402	-94.67871	378.2	0	-0.1	183.177	536.59	-0.1
3	43.18315	-94.67873	380.7	359.9	0.2	184.1913	1014.31	0.2
3	43.18365	-94.67873	381.1	0	0.7	184.2468	55.55	0.7
3	43.18838	-94.67876	380	359.7	-0.2	184.7723	525.49	-0.2
3	43.18972	-94.67877	380.2	359.7	0.1	184.9212	148.87	0.1
3	43.19088	-94.67877	379.4	0	-0.6	185.0501	128.87	-0.6
3	43.19814	-94.67877	383.3	0	0.5	185.8566	806.56	0.5
3	43.20455	-94.6788	389.8	359.8	0.9	186.5687	712.13	0.9
3	43.20464	-94.6788	389.8	0	0	186.5787	10	0
3	43.2055	-94.6788	389.8	0	0	186.6743	95.54	0
3	43.20694	-94.6788	386.3	0	-2.2	186.8343	159.98	-2.2
3	43.21261	-94.67881	395.6	359.9	1.5	187.4642	629.92	1.5
3	43.21537	-94.6788	398.7	0.2	1	187.7708	306.63	1
3	43.21698	-94.67879	400.1	0.3	0.8	187.9497	178.87	0.8
3	43.22379	-94.67878	402	0.1	0.3	188.7063	756.57	0.3
3	43.2251	-94.67877	402.1	0.3	0.1	188.8518	145.54	0.1
3	43.2271	-94.67878	400.6	359.8	-0.7	189.074	222.2	-0.7
3	43.23152	-94.67877	394	0.1	-1.3	189.565	491.05	-1.3
3	43.23433	-94.67877	384.1	0	-3.2	189.8772	312.18	-3.2
3	43.23534	-94.67877	381.2	0	-2.6	189.9894	112.21	-2.6
3	43.23688	-94.67876	379.5	0.3	-1	190.1605	171.09	-1
3	43.23777	-94.67875	378.6	0.5	-0.9	190.2594	98.88	-0.9
3	43.23853	-94.67875	378.4	0	-0.2	190.3438	84.43	-0.2
3	43.23908	-94.67874	378.4	0.8	0	190.4049	61.11	0
3	43.23977	-94.67873	378.5	0.6	0.1	190.4816	76.66	0.1
3	43.24151	-94.67871	379.6	0.5	0.6	190.6749	193.32	0.6
3	43.24151	-94.67871	379.6	0.5		190.6749	0	0
3	43.24151	-94.6786	380	90		190.6839	8.93	4.5
3	43.241508	-94.678601	380	200	0	190.6841	0.24	0
3	43.241496	-94.676705	381.7	90.5	1.1	190.8381	154	1.1
3	43.24149	-94.67566	383.4	90.5	2	190.923	84.88	2
3	43.24149	-94.6767	381.7	270	-2	191.0074	84.47	-2
3	43.241479	-94.673791	381.8	90.3	0	191.2437	236.27	0
3	43.241468	-94.670882	384.3	90.3	1.1	191.48	236.27	1.1
3	43.241457	-94.667973	387.4	90.3	1.3	191.7163	236.27	1.3
3	43.241446	-94.665064	390.3	90.3	1.2	191.9525	236.27	1.2
3	43.241429	-94.661023	391.3	90.3	0.3	192.2808	328.22	0.3
3	43.24142	-94.656821	396.8	90.2	1.6	192.6221	341.29	1.6
3	43.24142	-94.654382	398.4	90	0.8	192.8202	198.1	0.8
3	43.24142	-94.65305	398.4	90	0	192.9283	108.19	0
3	43.24142	-94.650225	398.2	90	-0.1	193.1578	229.45	-0.1
3	43.24142	-94.6474	399.3	90	0.5	193.3872	229.45	0.5
3	43.24142	-94.642817	400.5	90	0.3	193.7595	372.24	0.3
3	43.24142	-94.640734	401.1	90	0.4	193.9287	169.18	0.4
3	43.241391	-94.637121	401.9	90.6	0.3	194.2221	293.47	0.3
3	43.241362	-94.633922	401.4	90.7	-0.2	194.482	259.85	-0.2
3	43.241322	-94.629417	400.4	90.7	-0.3	194.8479	365.93	-0.3
3	43.241295	-94.626275	399.6	90.7	-0.3	195.1031	255.21	-0.3
3	43.241267	-94.623132	398.9	90.7	-0.3	195.3584	255.3	-0.3
3	43.241239	-94.619989	399.3	90.7	0.2	195.6137	255.3	0.2
3	43.241242	-94.615639	398	89.9	-0.4	195.967	353.31	-0.4
3	43.241254	-94.612359	396.2	89.7	-0.7	196.2334	266.41	-0.7
3	43.241266	-94.609078	396.9	89.7	0.3	196.4999	266.49	0.3
3	43.241278	-94.605798	396.7	89.7	-0.1	196.7663	266.41	-0.1
3	43.24129	-94.602517	396.2	89.7	-0.2	197.0328	266.49	-0.2
3	43.241311	-94.596626	393.6	89.7	-0.5	197.5113	478.48	-0.5
3	43.241321	-94.593372	391.4	89.8	-0.8	197.7756	264.3	-0.8
3	43.241332	-94.590117	391.7	89.7	0.1	198.04	264.38	0.1
3	43.241343	-94.586863	390.8	89.7	-0.3	198.3043	264.3	-0.3
3	43.241354	-94.583609	389.9	89.7	-0.3	198.5686	264.3	-0.3
3	43.241364	-94.580355	389	89.8	-0.3	198.8329	264.3	-0.3
3	43.241375	-94.577101	387.4	89.7	-0.6	199.0972	264.3	-0.6
3	43.241386	-94.573847	387.4	89.7	0	199.3615	264.3	0
3	43.241396	-94.570592	387.1	89.8	-0.1	199.6258	264.38	-0.1
3	43.241407	-94.567338	387.1	89.7	0	199.8901	264.3	0
3	43.241418	-94.564084	388	89.7	0.3	200.1544	264.3	0.3
3	43.241428	-94.56083	389	89.8	0.4	200.4187	264.3	0.4
3	43.241417	-94.556949	388.5	90.2	-0.2	200.7339	315.22	-0.2
3	43.241404	-94.553527	387.2	90.3	-0.5	201.0119	277.94	-0.5
3	43.241391	-94.550106	386.8	90.3	-0.1	201.2897	277.86	-0.1
3	43.241378	-94.546684	386.8	90.3	0	201.5677	277.94	0
3	43.241366	-94.543263	387.4	90.3	0.2	201.8455	277.86	0.2
3	43.241353	-94.539841	388.3	90.3	0.3	202.1235	277.94	0.3
3	43.24134	-94.53642	390.1	90.3	0.6	202.4013	277.86	0.6
3	43.24133	-94.532104	390.3	90.2	0.1	202.7519	350.55	0.1
3	43.241352	-94.528742	389.1	89.5	-0.4	203.025	273.08	-0.4
3	43.241392	-94.524466	387.1	89.3	-0.6	203.3723	347.33	-0.6
3	43.241414	-94.522192	387.1	89.2	0	203.557	184.71	0
3	43.24142	-94.52156	387	89.3	-0.2	203.6084	51.34	-0.2
3	43.243708	-94.521855	387.1	354.6	0	203.8637	255.32	0
3	43.246338	-94.521818	387.1	0.6	0	204.1559	292.2	0
3	43.248587	-94.52169	389.7	2.4	1	204.4059	250.07	1
3	43.250789	-94.521524	390	3.1	0.1	204.651	245.01	0.1
3	43.25378	-94.521402	390.1	1.7	0	204.9834	332.44	0
3	43.256545	-94.521449	389.6	359.3	-0.2	205.2906	307.21	-0.2
3	43.259127	-94.52162	391.1	357.2	0.5	205.5778	287.19	0.5
3	43.260914	-94.52174	391.8	357.2	0.4	205.7766	198.77	0.4
3	43.263519	-94.521922	391.9	357.1	0	206.0664	289.79	0
3	43.266969	-94.522158	390.2	357.1	-0.4	206.4501	383.77	-0.4
3	43.268448	-94.522255	390.1	357.3	-0.1	206.6146	164.5	-0.1
3	43.272975	-94.522247	390.1	0.1	0	207.1176	502.94	0
3	43.275071	-94.522193	388.6	1.1	-0.6	207.3505	232.9	-0.6
3	43.277166	-94.52214	389.2	1.1	0.3	207.5833	232.79	0.3
3	43.279261	-94.522086	389.7	1.1	0.2	207.816	232.79	0.2
3	43.281357	-94.522033	387.1	1.1	-1.1	208.049	232.9	-1.1
3	43.283842	-94.521974	388.1	1	0.4	208.3251	276.12	0.4
3	43.286357	-94.522002	389.1	359.5	0.4	208.6045	279.42	0.4
3	43.290042	-94.522061	389.8	359.3	0.2	209.0139	409.43	0.2
3	43.291724	-94.522092	388.7	359.2	-0.6	209.2008	186.88	-0.6
3	43.294365	-94.522128	387.1	359.4	-0.5	209.4942	293.43	-0.5
3	43.297223	-94.522159	384.3	359.5	-0.9	209.8118	317.53	-0.9
3	43.298905	-94.522179	384.2	359.5	-0.1	209.9986	186.87	-0.1
3	43.298915	-94.518082	387.1	89.8	0.9	210.3311	332.45	0.9
3	43.29891	-94.51778	387.1	91.3	0	210.3556	24.51	0
3	43.298847	-94.514518	387.1	91.5	0	210.6204	264.79	0
3	43.298784	-94.511257	387.2	91.5	0	210.8851	264.71	0
3	43.298721	-94.507995	387.1	91.5	0	211.1499	264.79	0
3	43.298658	-94.504734	384	91.5	-1.2	211.4146	264.71	-1.2
3	43.298444	-94.501416	384.8	95.1	0.3	211.6849	270.29	0.3
3	43.298551	-94.497956	382.3	87.6	-0.9	211.9659	281.01	-0.9
3	43.298503	-94.494512	380.9	91.1	-0.5	212.2454	279.51	-0.5
3	43.298452	-94.490566	384.2	91	1	212.5656	320.25	1
3	43.29842	-94.486832	382.5	90.7	-0.6	212.8687	303.02	-0.6
3	43.298401	-94.484073	381.2	90.5	-0.6	213.0926	223.89	-0.6
3	43.298447	-94.480346	378.1	89	-1	213.395	302.47	-1
3	43.298433	-94.476406	378	90.3	0	213.7147	319.72	0
3	43.298401	-94.471908	377.8	90.6	-0.1	214.0797	365.01	-0.1
3	43.298382	-94.469205	380.4	90.6	1.2	214.2991	219.35	1.2
3	43.298364	-94.466503	381.4	90.5	0.5	214.5184	219.26	0.5
3	43.298356	-94.462787	381	90.2	-0.1	214.8199	301.54	-0.1
3	43.298351	-94.459605	383.6	90.1	1	215.0781	258.21	1
3	43.298345	-94.455471	381	90.1	-0.8	215.4136	335.46	-0.8
3	43.298339	-94.452141	377.9	90.1	-1.2	215.6838	270.21	-1.1
3	43.298334	-94.448812	381.1	90.1	1.2	215.9539	270.13	1.2
3	43.298328	-94.445482	378	90.1	-1.2	216.2241	270.21	-1.1
3	43.298323	-94.442153	376.2	90.1	-0.7	216.4943	270.13	-0.7
3	43.298312	-94.437316	375.5	90.2	-0.2	216.8868	392.5	-0.2
3	43.298305	-94.434321	374.8	90.2	-0.3	217.1298	243.03	-0.3
3	43.298297	-94.431327	371.9	90.2	-1.2	217.3727	242.95	-1.2
3	43.298294	-94.425745	371.9	90	0	217.8257	452.95	0
3	43.298298	-94.42289	375.1	89.9	1.4	218.0574	231.67	1.4
3	43.298302	-94.420035	371.9	89.9	-1.4	218.289	231.67	-1.4
3	43.298306	-94.41718	371.9	89.9	0	218.5207	231.67	0
3	43.29831	-94.414325	371.9	89.9	0	218.7524	231.67	0
3	43.298317	-94.410799	374.6	89.8	0.9	219.0385	286.12	0.9
3	43.298323	-94.407318	373.6	89.9	-0.4	219.321	282.47	-0.4
3	43.29833	-94.403837	370.9	89.8	-1	219.6034	282.47	-1
3	43.298336	-94.400356	369.1	89.9	-0.6	219.8859	282.47	-0.6
3	43.298343	-94.396875	368.8	89.8	-0.1	220.1684	282.47	-0.1
3	43.298349	-94.393395	368.9	89.9	0	220.4508	282.39	0
3	43.298356	-94.389914	368.8	89.8	0	220.7332	282.47	0
3	43.29836	-94.38775	368.9	89.9	0.1	220.9088	175.6	0.1
3	43.298357	-94.384979	368.8	90.1	0	221.1337	224.85	0
3	43.298353	-94.382208	365.3	90.1	-1.6	221.3585	224.85	-1.6
3	43.29835	-94.379436	365.8	90.1	0.2	221.5835	224.94	0.2
3	43.298331	-94.375922	368.8	90.4	1.1	221.8686	285.15	1.1
3	43.298312	-94.372474	365.8	90.4	-1.1	222.1484	279.8	-1.1
3	43.298294	-94.368802	368.7	90.4	1	222.4464	297.97	1
3	43.298278	-94.365403	366.2	90.4	-0.9	222.7222	275.82	-0.9
3	43.298261	-94.362005	365	90.4	-0.4	222.9979	275.74	-0.4
3	43.298246	-94.358283	360.4	90.3	-1.5	223.3	302.03	-1.5
3	43.298233	-94.354867	358.6	90.3	-0.7	223.5772	277.2	-0.6
3	43.298219	-94.35145	359.7	90.3	0.4	223.8544	277.28	0.4
3	43.298205	-94.348033	359.7	90.3	0	224.1317	277.28	0
3	43.298208	-94.343495	359.7	89.9	0	224.5	368.24	0
3	43.298215	-94.34026	356.6	89.8	-1.2	224.7625	262.51	-1.2
3	43.298223	-94.337025	356.6	89.8	0	225.025	262.51	0
3	43.29823	-94.333791	356.6	89.8	0	225.2874	262.43	0
3	43.298238	-94.330556	356.6	89.8	0	225.5499	262.51	0
3	43.298252	-94.326762	353	89.7	-1.2	225.8578	307.87	-1.2
3	43.298234	-94.322747	354.2	90.4	0.4	226.1836	325.81	0.4
3	43.298181	-94.318658	353.9	91	-0.1	226.5154	331.86	-0.1
3	43.298142	-94.315586	353.5	91	-0.2	226.7648	249.32	-0.2
3	43.298103	-94.312513	352.9	91	-0.2	227.0142	249.4	-0.2
3	43.298064	-94.309441	354.1	91	0.5	227.2635	249.32	0.5
3	43.298025	-94.305666	353.6	90.8	-0.2	227.5698	306.36	-0.2
3	43.298048	-94.302003	353.5	89.5	0	227.8671	297.25	0
3	43.298076	-94.298996	350.5	89.3	-1.2	228.1111	244.02	-1.2
3	43.298119	-94.294454	354.1	89.3	1	228.4797	368.59	1
3	43.298147	-94.291369	350.4	89.3	-1.5	228.73	250.35	-1.5
3	43.298176	-94.288283	350.6	89.3	0.1	228.9805	250.44	0.1
3	43.298204	-94.285197	352.3	89.3	0.7	229.2309	250.43	0.7
3	43.298237	-94.281715	353.6	89.3	0.5	229.5135	282.57	0.5
3	43.298262	-94.278063	353.6	89.5	0	229.8098	296.36	0
3	43.298283	-94.274757	353.6	89.5	0	230.0781	268.28	0
3	43.29833	-94.271097	353.6	89	0	230.3752	297.04	0
3	43.298353	-94.267517	353.6	89.5	0	230.6657	290.51	0
3	43.298364	-94.263219	353.6	89.8	0	231.0144	348.76	0
3	43.298368	-94.260448	357.2	89.9	1.6	231.2393	224.85	1.6
3	43.298363	-94.256104	356.9	90.1	-0.1	231.5918	352.5	-0.1
3	43.298355	-94.253359	357	90.2	0	231.8145	222.75	0
3	43.298335	-94.248535	356.7	90.3	-0.1	232.206	391.45	-0.1
3	43.29832	-94.24566	356.6	90.4	0	232.4393	233.3	0
3	43.298305	-94.242785	353.6	90.4	-1.3	232.6726	233.3	-1.3
3	43.298291	-94.23991	353.6	90.4	0	232.9059	233.3	0
3	43.298274	-94.236367	353.6	90.4	0	233.1934	287.5	0
3	43.298257	-94.232933	354.2	90.4	0.2	233.472	278.66	0.2
3	43.298229	-94.228603	353.8	90.5	-0.1	233.8234	351.37	-0.1
3	43.298207	-94.225766	353.6	90.6	-0.1	234.0536	230.22	-0.1
3	43.29815	-94.222296	356.9	91.3	1.2	234.3353	281.65	1.2
3	43.29814	-94.218743	355.7	90.2	-0.4	234.6236	288.31	-0.4
3	43.29833	-94.21703	354.1	81.3	-1.1	234.7642	140.6	-1.1
3	43.296778	-94.216607	353.7	168.8	-0.2	234.94	175.81	-0.2
3	43.294543	-94.216593	358.7	179.7	2	235.1883	248.31	2
3	43.29216	-94.216583	357	179.8	-0.6	235.4531	264.75	-0.6
3	43.289228	-94.216622	356.2	180.6	-0.2	235.7788	325.76	-0.2
3	43.287032	-94.216598	356.3	179.5	0	236.0228	243.98	0
3	43.284667	-94.216593	353.6	179.9	-1	236.2855	262.75	-1
3	43.281602	-94.216593	356.6	180	0.9	236.6261	340.52	0.9
3	43.279324	-94.216596	354.6	180.1	-0.8	236.8791	253.08	-0.8
3	43.277046	-94.216599	357	180.1	0.9	237.1322	253.08	0.9
3	43.273839	-94.216604	356.6	180.1	-0.1	237.4885	356.29	-0.1
3	43.271767	-94.216607	356.7	180.1	0	237.7187	230.2	0
3	43.268575	-94.216596	353.7	179.9	-0.8	238.0733	354.63	-0.8
3	43.266851	-94.216583	353.6	179.7	-0.1	238.2649	191.54	-0.1
3	43.264345	-94.216565	351.8	179.7	-0.6	238.5433	278.42	-0.6
3	43.262295	-94.215217	347.5	154.4	-1.7	238.796	252.68	-1.7
3	43.262245	-94.211545	346.6	91.1	-0.3	239.0942	298.19	-0.3
3	43.262241	-94.208133	350.7	90.1	1.5	239.3712	277.03	1.5
3	43.2611	-94.20669	350.5	137.4	-0.1	239.5438	172.62	-0.1
3	43.259149	-94.206687	350.9	179.9	0.2	239.7606	216.75	0.2
3	43.257197	-94.206684	350.9	179.9	0	239.9774	216.86	0
3	43.255246	-94.206681	350.5	179.9	-0.2	240.1942	216.75	-0.2
3	43.252491	-94.206646	349.3	179.5	-0.4	240.5003	306.09	-0.4
3	43.250213	-94.206613	347.9	179.4	-0.6	240.7534	253.09	-0.6
3	43.247132	-94.20658	348.4	179.6	0.1	241.0957	342.3	0.1
3	43.244924	-94.206559	348	179.6	-0.2	241.341	245.31	-0.2
3	43.241768	-94.206522	344.5	179.5	-1	241.6916	350.64	-1
3	43.239593	-94.206504	344.5	179.7	0	241.9333	241.64	0
3	43.236783	-94.206496	347.6	179.9	1	242.2454	312.18	1
3	43.234786	-94.206492	356.4	179.9	4	242.4673	221.86	4
3	43.231567	-94.20649	356.6	180	0.1	242.8249	357.62	0.1
3	43.229435	-94.20649	353.6	180	-1.3	243.0618	236.86	-1.3
3	43.227302	-94.20649	354.3	180	0.3	243.2987	236.97	0.3
3	43.224324	-94.206453	350.5	179.5	-1.1	243.6296	330.86	-1.1
3	43.222198	-94.206417	351.6	179.3	0.5	243.8658	236.21	0.5
3	43.219357	-94.206394	347.6	179.7	-1.3	244.1815	315.63	-1.3
3	43.216059	-94.206396	355.2	180	2.1	244.5479	366.4	2.1
3	43.214117	-94.206403	359.8	180.2	2.1	244.7636	215.75	2.1
3	43.212176	-94.206409	355.7	180.1	-1.9	244.9792	215.64	-1.9
3	43.209656	-94.206444	355.2	180.6	-0.2	245.2592	279.98	-0.2
3	43.20693	-94.206477	357.1	180.5	0.6	245.5621	302.86	0.6
3	43.203164	-94.206521	355.6	180.5	-0.4	245.9805	418.41	-0.4
3	43.201398	-94.206542	356.8	180.5	0.6	246.1767	196.2	0.6
3	43.198532	-94.206576	359.2	180.5	0.8	246.4951	318.41	0.8
3	43.19747	-94.20622	358.5	166.3	-0.6	246.6166	121.48	-0.6
3	43.197475	-94.208002	357.6	270.2	-0.6	246.7614	144.84	-0.6
3	43.197491	-94.211946	356.6	270.3	-0.3	247.082	320.57	-0.3
3	43.197502	-94.214291	358.8	270.4	1.2	247.2726	190.6	1.2
3	43.197518	-94.217347	358.7	270.4	0	247.521	248.4	0
3	43.19913	-94.218866	359	325.5	0.1	247.7385	217.52	0.1
3	43.199568	-94.222338	359.5	279.8	0.2	248.0249	286.36	0.2
3	43.199583	-94.226214	359.7	270.3	0.1	248.3399	315.03	0.1
3	43.202175	-94.22652	359.3	355.1	-0.1	248.6289	289.03	-0.1
3	43.204575	-94.226483	360.5	0.6	0.4	248.8956	266.65	0.5
3	43.206676	-94.226701	359.7	355.7	-0.3	249.1297	234.09	-0.3
3	43.208191	-94.229154	358	310.3	-0.7	249.3906	260.9	-0.7
3	43.209625	-94.232702	357.7	299	-0.1	249.72	329.41	-0.1
3	43.21066	-94.235225	357.7	299.4	0	249.9551	235.07	0
3	43.21127	-94.23671	358	299.4	0.2	250.0935	138.4	0.2
3	43.211795	-94.238133	358.4	296.8	0.3	250.223	129.51	0.3
3	43.21197	-94.241434	359.6	274.2	0.4	250.4919	268.94	0.4
3	43.212017	-94.244917	359.7	271.1	0	250.775	283.08	0
3	43.211994	-94.248973	359.7	269.6	0	251.1046	329.6	0
3	43.211906	-94.252937	361.6	268.3	0.6	251.4269	322.26	0.6
3	43.211842	-94.255634	362.7	268.1	0.5	251.6461	219.27	0.5
3	43.211789	-94.259641	362	269	-0.2	251.9718	325.66	-0.2
3	43.211758	-94.262703	359.7	269.2	-0.9	252.2206	248.84	-0.9
3	43.211724	-94.267064	365	269.4	1.5	252.575	354.4	1.5
3	43.211723	-94.270865	366.2	270	0.4	252.8839	308.87	0.4
3	43.211727	-94.27358	366.9	270.1	0.3	253.1045	220.62	0.3
3	43.21173	-94.276295	366.4	270.1	-0.2	253.3251	220.62	-0.2
3	43.211741	-94.279817	365.8	270.2	-0.2	253.6113	286.2	-0.2
3	43.211761	-94.284509	365.7	270.3	0	253.9926	381.28	0
3	43.211802	-94.28813	363.2	270.9	-0.9	254.2869	294.28	-0.8
3	43.211879	-94.291922	362.7	271.6	-0.2	254.5952	308.26	-0.2
3	43.211928	-94.294023	362.7	271.8	0	254.766	170.81	0
3	43.21197	-94.299454	362.7	270.6	0	255.2073	441.35	0
3	43.21197	-94.302067	362.7	270	0	255.4197	212.33	0
3	43.21197	-94.304681	365.7	270	1.4	255.6321	212.41	1.4
3	43.211993	-94.309207	365.8	270.4	0	255.9999	367.79	0
3	43.212016	-94.312045	365.8	270.6	0	256.2305	230.63	0
3	43.212039	-94.314882	366.1	270.6	0.1	256.461	230.55	0.1
3	43.212027	-94.318471	365.8	269.7	-0.1	256.7527	291.65	-0.1
3	43.211975	-94.321947	365.8	268.8	0	257.0352	282.52	0
3	43.21231	-94.32452	365.8	280.1	0	257.2476	212.37	0
3	43.214179	-94.324528	365.8	359.8	0	257.4552	207.64	0
3	43.216048	-94.324536	365.8	359.8	0	257.6629	207.64	0
3	43.217917	-94.324544	366.3	359.8	0.2	257.8705	207.64	0.2
3	43.220903	-94.324565	369	359.7	0.8	258.2022	331.74	0.8
3	43.223544	-94.324591	365.6	359.6	-1.2	258.4957	293.41	-1.2
3	43.225701	-94.3246	365.7	359.8	0	258.7353	239.64	0
3	43.228054	-94.324587	361	0.2	-1.8	258.9967	261.41	-1.8
3	43.231279	-94.324559	362.7	0.4	0.5	259.355	358.3	0.5
3	43.233567	-94.324538	366.1	0.4	1.3	259.6092	254.2	1.3
3	43.235856	-94.324517	367.6	0.4	0.6	259.8635	254.31	0.6
3	43.238144	-94.324496	365.8	0.4	-0.7	260.1177	254.2	-0.7
3	43.240433	-94.324476	365.8	0.4	0	260.372	254.31	0
3	43.243982	-94.32446	365.8	0.2	0	260.7663	394.29	0
3	43.245834	-94.32446	362.5	0	-1.6	260.9721	205.75	-1.6
3	43.248207	-94.324476	363.9	359.7	0.5	261.2357	263.64	0.5
3	43.250562	-94.324466	363	0.2	-0.3	261.4973	261.64	-0.3
3	43.253374	-94.324471	359.7	359.9	-1.1	261.8097	312.41	-1.1
3	43.256941	-94.32449	358.9	359.8	-0.2	262.206	396.29	-0.2
3	43.258992	-94.3245	359.4	359.8	0.2	262.4339	227.86	0.2
3	43.261043	-94.32451	360.1	359.8	0.3	262.6617	227.86	0.3
3	43.265171	-94.324525	361.7	359.8	0.3	263.1204	458.61	0.3
3	43.267253	-94.324531	361.4	359.9	-0.1	263.3517	231.31	-0.1
3	43.269334	-94.324536	362.7	359.9	0.6	263.5829	231.2	0.6
3	43.271415	-94.324542	362.5	359.9	-0.1	263.8141	231.2	-0.1
3	43.273497	-94.324547	358.8	359.9	-1.6	264.0454	231.31	-1.6
3	43.276948	-94.324558	360.2	359.9	0.4	264.4288	383.4	0.4
3	43.279276	-94.324565	362.3	359.9	0.8	264.6874	258.64	0.8
3	43.281605	-94.324573	361.7	359.9	-0.2	264.9461	258.75	-0.2
3	43.283933	-94.324581	361.6	359.9	0	265.2048	258.64	0
3	43.286261	-94.324588	359.5	359.9	-0.8	265.4634	258.64	-0.8
3	43.288589	-94.324596	359.6	359.9	0	265.7221	258.64	0
3	43.291772	-94.324617	354.6	359.7	-1.4	266.0757	353.63	-1.4
3	43.293764	-94.324634	355.1	359.6	0.2	266.297	221.31	0.2
3	43.29623	-94.324571	350.6	1.1	-1.6	266.571	274.02	-1.6
3	43.29657	-94.32456	350.7	1.3	0.3	266.6088	37.78	0.3
3	43.29826	-94.324072	349.4	11.9	-0.7	266.8007	191.89	-0.7
3	43.298195	-94.319762	355.3	91.2	1.7	267.1505	349.81	1.7
3	43.298128	-94.314478	353.5	91	-0.4	267.5793	428.84	-0.4
3	43.298095	-94.311785	353.5	91	0	267.7979	218.56	0
3	43.298063	-94.309093	354	90.9	0.2	268.0164	218.47	0.2
3	43.29803	-94.306401	353.7	91	-0.1	268.2348	218.48	-0.1
3	43.29805	-94.302237	353.6	89.6	0	268.5727	337.9	0
3	43.29808	-94.298903	350.5	89.3	-1.1	268.8433	270.56	-1.1
3	43.29811	-94.29557	354.1	89.3	1.3	269.1138	270.48	1.3
3	43.298141	-94.292237	350.4	89.3	-1.4	269.3843	270.48	-1.4
3	43.298171	-94.288903	350.4	89.3	0	269.6548	270.56	0
3	43.298201	-94.28557	351.6	89.3	0.4	269.9253	270.48	0.4
3	43.298248	-94.280111	353.6	89.3	0.5	270.3683	443	0.5
3	43.298267	-94.277861	353.6	89.3	0	270.5509	182.59	0
3	43.298305	-94.27381	353.6	89.3	0	270.8796	328.75	0
3	43.29833	-94.27136	353.6	89.2	0	271.0785	198.83	0
3	43.298347	-94.267228	353.6	89.7	0	271.4138	335.3	0
3	43.298354	-94.264056	353.6	89.8	0	271.6712	257.39	0
3	43.298361	-94.260884	356.8	89.8	1.2	271.9286	257.39	1.2
3	43.298368	-94.257713	356.6	89.8	-0.1	272.1859	257.31	-0.1
3	43.298353	-94.253362	357	90.3	0.1	272.5389	353.07	0.1
3	43.298336	-94.250034	357	90.4	0	272.809	270.06	0
3	43.298319	-94.246706	356.6	90.4	-0.1	273.0791	270.06	-0.1
3	43.298302	-94.243378	353.6	90.4	-1.1	273.3491	270.06	-1.1
3	43.298285	-94.24005	353.6	90.4	0	273.6192	270.06	0
3	43.298268	-94.236722	353.6	90.4	0	273.8892	270.06	0
3	43.29825	-94.233394	353.7	90.4	0	274.1593	270.06	0
3	43.29825	-94.233	354.1	90	1.3	274.1913	31.97	1.3
3	43.298235	-94.229713	353.6	90.4	-0.2	274.458	266.73	-0.2
3	43.298195	-94.224733	353.9	90.6	0.1	274.8621	404.13	0.1
3	43.298138	-94.221321	359.9	91.3	2.2	275.1391	276.94	2.2
3	43.29814	-94.21882	355.8	89.9	-2	275.342	202.95	-2
3	43.297049	-94.216613	353.7	124.2	-1	275.5583	216.25	-1
3	43.29663	-94.21661	353.7	179.7	0	275.6048	46.55	0
3	43.29448	-94.216602	359	179.8	2.2	275.8437	238.86	2.2
3	43.29233	-94.216594	357.6	179.8	-0.6	276.0825	238.86	-0.6
3	43.289571	-94.216618	356.1	180.4	-0.5	276.3891	306.53	-0.5
3	43.286405	-94.21659	354.4	179.6	-0.5	276.7408	351.74	-0.5
3	43.28485	-94.21659	353.6	180	-0.5	276.9136	172.76	-0.5
3	43.28377	-94.21659	354.8	180	1	277.0335	119.99	1
3	43.28156	-94.216593	356.6	180.1	0.7	277.2791	245.53	0.7
3	43.27935	-94.216596	354.5	180.1	-0.9	277.5246	245.53	-0.9
3	43.27714	-94.216598	357	180	1	277.7701	245.53	1
3	43.273882	-94.216604	356.6	180.1	-0.1	278.1321	361.96	-0.1
3	43.271854	-94.216607	356.7	180.1	0	278.3574	225.31	0
3	43.268619	-94.216597	353.7	179.9	-0.8	278.7168	359.4	-0.8
3	43.266939	-94.216584	353.6	179.7	-0.1	278.9034	186.65	-0.1
3	43.264434	-94.216566	352	179.7	-0.6	279.1817	278.3	-0.6
3	43.262354	-94.215441	347.8	158.5	-1.7	279.4302	248.48	-1.7
3	43.26224	-94.212057	344.7	92.6	-1.1	279.7053	275.05	-1.1
3	43.26224	-94.208575	351.1	90	2.3	279.988	282.72	2.3
3	43.259265	-94.206687	350.9	155.2	-0.1	280.3523	364.34	-0.1
