type	latitude	longitude	altitude (m)	course	slope (%)	distance (km)	distance_interval (m)	slope corrected
4	43.116707	-93.47753	375.7	179.2	0.3	376.6938	231.88	0.3
4	43.113396	-93.477514	376	179.8	0.1	377.0616	367.84	0.1
4	43.111121	-93.477518	381.7	180.1	2.3	377.3143	252.74	2.3
4	43.108847	-93.477523	384.1	180.1	0.9	377.567	252.63	0.9
4	43.106572	-93.477527	384.4	180.1	0.1	377.8197	252.74	0.1
4	43.10481	-93.47753	387.1	180.1	1.4	378.0155	195.75	1.4
4	43.104807	-93.474471	384.9	90.1	-0.9	378.2645	249.01	-0.9
4	43.104804	-93.471412	383.6	90.1	-0.5	378.5135	249.01	-0.5
4	43.104801	-93.468353	382.5	90.1	-0.4	378.7625	249.01	-0.4
4	43.104798	-93.465294	382.5	90.1	0	379.0115	249.01	0
4	43.104794	-93.462235	384.2	90.1	0.7	379.2605	249.01	0.7
4	43.104791	-93.459176	384.3	90.1	0	379.5095	249.01	0
4	43.104785	-93.454605	386.5	90.1	0.6	379.8816	372.09	0.6
4	43.10478	-93.451389	385.4	90.1	-0.4	380.1434	261.79	-0.4
4	43.104775	-93.448174	385.3	90.1	0	380.4051	261.71	0
4	43.10477	-93.444958	387	90.1	0.7	380.6669	261.79	0.6
4	43.104765	-93.441743	384.1	90.1	-1.1	380.9286	261.71	-1.1
4	43.104799	-93.436927	385.9	89.4	0.5	381.3207	392.05	0.5
4	43.104839	-93.434974	381.1	88.4	-3	381.4797	159.04	-3
4	43.10483	-93.43149	378.7	90.2	-0.8	381.7633	283.61	-0.8
4	43.104827	-93.425896	380.6	90	0.4	382.2187	455.36	0.4
4	43.104835	-93.423683	377.9	89.7	-1.5	382.3988	180.15	-1.5
4	43.104828	-93.419379	378.4	90.1	0.1	382.7492	350.36	0.1
4	43.104816	-93.416667	381	90.3	1.2	382.9699	220.77	1.2
4	43.104803	-93.413956	381.2	90.4	0.1	383.1906	220.69	0.1
4	43.104805	-93.410197	381.2	90	0	383.4966	305.99	0
4	43.10481	-93.407163	381.1	89.9	0	383.7436	246.98	0
4	43.105957	-93.403797	375	65	-2	384.0458	302.18	-2
4	43.10829	-93.403122	374.9	11.9	0	384.3107	264.94	0
4	43.10859	-93.40293	374.9	25	0	384.3475	36.81	0
4	43.108497	-93.399379	375.2	92.1	0.1	384.6368	289.23	0.1
4	43.108658	-93.395762	375.5	86.5	0.1	384.9317	294.96	0.1
4	43.108776	-93.393094	382.8	86.5	3.4	385.1493	217.56	3.4
4	43.109307	-93.390047	384.7	76.6	0.7	385.4042	254.93	0.7
4	43.111537	-93.388531	384.6	26.4	0	385.681	276.77	0
4	43.11187	-93.38842	384.8	13.7	0.5	385.7191	38.08	0.5
4	43.111877	-93.385175	387.4	89.8	1	385.9832	264.12	1
4	43.111883	-93.38193	380.1	89.9	-2.8	386.2473	264.12	-2.8
4	43.11189	-93.378685	375.7	89.8	-1.7	386.5114	264.12	-1.7
4	43.11179	-93.37864	376	161.8	2.6	386.5231	11.7	2.6
4	43.114206	-93.378667	375.8	359.5	-0.1	386.7915	268.41	-0.1
4	43.116854	-93.378691	374.7	359.6	-0.4	387.0857	294.19	-0.4
4	43.120687	-93.378714	375	359.7	0.1	387.5116	425.83	0.1
4	43.122333	-93.378718	378.9	359.9	2.1	387.6944	182.86	2.1
4	43.125032	-93.378731	375.8	359.8	-1	387.9943	299.85	-1
4	43.128217	-93.37874	376.7	359.9	0.3	388.3481	353.84	0.3
4	43.129935	-93.37874	376.6	0	-0.1	388.539	190.86	-0.1
4	43.132525	-93.378734	377.9	0.1	0.5	388.8267	287.74	0.5
4	43.134544	-93.378749	377.5	359.7	-0.2	389.051	224.3	-0.2
4	43.13458	-93.37864	377.4	65.6	-1	389.0607	9.73	-1
4	43.136768	-93.38127	378	318.7	0.2	389.3846	323.84	0.2
4	43.138481	-93.383126	378.1	321.7	0	389.6275	242.94	0
4	43.140851	-93.384956	377.4	330.6	-0.2	389.93	302.47	-0.2
4	43.14188	-93.38498	378.1	359	0.6	390.0443	114.33	0.6
4	43.142672	-93.385907	376.9	319.5	-1	390.1602	115.88	-1
4	43.145693	-93.386167	371.8	356.4	-1.5	390.4965	336.29	-1.5
4	43.147776	-93.386202	371.9	359.3	0	390.7279	231.43	0
4	43.14806	-93.38621	371.9	358.8	0	390.7595	31.56	0
4	43.14812	-93.383462	370.6	88.3	-0.6	390.9831	223.64	-0.6
4	43.148112	-93.379511	369.3	90.2	-0.4	391.3045	321.39	-0.4
4	43.14819	-93.37884	369	80.9	-0.5	391.3598	55.27	-0.5
4	43.149705	-93.378571	368.7	7.4	-0.2	391.5295	169.73	-0.2
4	43.152415	-93.378897	368.4	355	-0.1	391.8317	302.23	-0.1
4	43.154942	-93.379534	367	349.6	-0.5	392.1172	285.48	-0.5
4	43.157695	-93.379894	366.1	354.6	-0.3	392.4245	307.25	-0.3
4	43.15937	-93.3798	366.2	2.3	0.1	392.6107	186.24	0.1
4	43.159578	-93.37974	366.3	11.9	0.4	392.6343	23.62	0.4
4	43.162552	-93.378948	368.9	11	0.8	392.9709	336.62	0.8
4	43.165685	-93.37892	368.9	0.4	0	393.319	348.07	0
4	43.16768	-93.37891	373.2	0.2	1.9	393.5407	221.64	1.9
4	43.169675	-93.3789	377.2	0.2	1.8	393.7623	221.64	1.8
4	43.172265	-93.378925	375.1	359.6	-0.7	394.05	287.75	-0.7
4	43.174759	-93.378951	376.4	359.6	0.5	394.3271	277.08	0.5
4	43.17868	-93.378986	376.7	359.6	0.1	394.7627	435.62	0.1
4	43.180701	-93.379002	374.9	359.7	-0.8	394.9873	224.53	-0.8
4	43.182721	-93.379018	375.9	359.7	0.4	395.2117	224.42	0.4
4	43.186056	-93.37903	377	359.9	0.3	395.5822	370.51	0.3
4	43.187912	-93.37903	375.8	0	-0.6	395.7884	206.19	-0.6
4	43.18925	-93.37903	374.9	0	-0.6	395.937	148.65	-0.6
4	43.191377	-93.379017	375.3	0.3	0.2	396.1733	236.3	0.2
4	43.193504	-93.379003	375.2	0.3	0	396.4096	236.3	0
4	43.195631	-93.37899	376.9	0.3	0.7	396.6459	236.3	0.7
4	43.197758	-93.378976	378.1	0.3	0.5	396.8823	236.31	0.5
4	43.19871	-93.37897	378.8	0.3	0.7	396.988	105.77	0.7
4	43.198716	-93.375683	379.3	89.9	0.2	397.2552	267.16	0.2
4	43.198723	-93.372397	375.9	89.8	-1.3	397.5223	267.08	-1.3
4	43.198729	-93.36911	374.6	89.9	-0.5	397.7894	267.16	-0.5
4	43.198735	-93.365824	372.7	89.9	-0.7	398.0565	267.08	-0.7
4	43.198741	-93.362537	371.8	89.9	-0.3	398.3237	267.16	-0.3
4	43.198748	-93.359251	372.6	89.8	0.3	398.5907	267.08	0.3
4	43.198754	-93.355964	371.3	89.9	-0.5	398.8579	267.16	-0.5
4	43.19876	-93.351079	368	89.9	-0.8	399.2549	397.04	-0.8
4	43.19876	-93.348673	367.1	90	-0.5	399.4505	195.55	-0.5
4	43.198752	-93.342969	359.9	90.1	-1.6	399.9141	463.61	-1.6
4	43.198744	-93.340148	359	90.2	-0.4	400.1434	229.29	-0.4
4	43.198737	-93.337326	357.5	90.2	-0.7	400.3728	229.37	-0.7
4	43.198729	-93.334505	356.8	90.2	-0.3	400.602	229.29	-0.3
4	43.198721	-93.331684	356.6	90.2	-0.1	400.8313	229.29	-0.1
4	43.198696	-93.327957	356.6	90.5	0	401.1343	302.93	0
4	43.198673	-93.324614	355.3	90.5	-0.5	401.406	271.72	-0.5
4	43.198649	-93.321272	356.6	90.6	0.5	401.6776	271.64	0.5
4	43.19864	-93.317	360	90.2	1	402.0249	347.22	1
4	43.19864	-93.314051	360.6	90	0.3	402.2645	239.69	0.3
4	43.19864	-93.31233	359.7	90	-0.6	402.4044	139.88	-0.6
4	43.198638	-93.30935	359.1	90.1	-0.2	402.6466	242.21	-0.2
4	43.198635	-93.306369	358.7	90.1	-0.2	402.8889	242.29	-0.2
5	43.198633	-93.303389	359	90.1	0.1	403.1311	242.21	0.1
5	43.19863	-93.300409	358.7	90.1	-0.1	403.3733	242.21	-0.1
5	43.198687	-93.295647	359	89.1	0.1	403.7604	387.1	0.1
5	43.198724	-93.291914	356	89.2	-1	404.0639	303.44	-1
5	43.198738	-93.289789	356.1	89.5	0.1	404.2366	172.72	0.1
5	43.198719	-93.286102	356.9	90.4	0.3	404.5363	299.68	0.3
5	43.198699	-93.282723	356	90.5	-0.3	404.8109	274.65	-0.3
5	43.198678	-93.279345	353.2	90.5	-1	405.0855	274.57	-1
5	43.198658	-93.275967	352.6	90.5	-0.2	405.36	274.57	-0.2
5	43.19863	-93.270604	349.6	90.4	-0.7	405.7959	435.9	-0.7
5	43.198619	-93.268148	351.1	90.4	0.8	405.9956	199.62	0.8
5	43.198582	-93.265356	353.2	91	0.9	406.2225	226.96	0.9
5	43.197977	-93.261729	351.4	102.9	-0.6	406.5249	302.36	-0.6
5	43.19806	-93.26046	351.3	84.9	-0.1	406.6285	103.55	-0.1
5	43.195346	-93.260414	347.7	179.3	-1.2	406.93	301.54	-1.2
5	43.193562	-93.260427	345.8	180.3	-1	407.1282	198.2	-1
5	43.189931	-93.260468	347.5	180.5	0.4	407.5316	403.41	0.4
5	43.188001	-93.260495	348.8	180.6	0.6	407.746	214.43	0.6
5	43.186072	-93.260523	351.2	180.6	1.1	407.9603	214.32	1.1
5	43.181914	-93.260553	352.6	180.3	0.3	408.4223	461.94	0.3
5	43.179637	-93.260556	353	180.1	0.2	408.6752	252.97	0.2
5	43.177361	-93.26056	350.5	180.1	-1	408.9281	252.86	-1
5	43.175084	-93.260563	350.5	180.1	0	409.1811	252.97	0
5	43.172808	-93.260566	351.4	180.1	0.4	409.4339	252.85	0.4
5	43.170531	-93.260569	351.4	180.1	0	409.6869	252.97	0
5	43.168255	-93.260572	348.3	180.1	-1.2	409.9397	252.85	-1.2
5	43.165978	-93.260575	347.4	180.1	-0.4	410.1927	252.97	-0.4
5	43.163702	-93.260579	351.9	180.1	1.8	410.4456	252.85	1.8
5	43.16269	-93.26036	352.6	171	0.6	410.5594	113.83	0.6
5	43.162698	-93.257127	354.2	89.8	0.6	410.8223	262.93	0.6
5	43.162707	-93.253894	353.6	89.8	-0.2	411.0853	262.93	-0.2
5	43.162715	-93.25066	354	89.8	0.2	411.3483	263.01	0.2
5	43.162724	-93.247427	349.4	89.8	-1.8	411.6112	262.93	-1.7
5	43.162732	-93.244194	347	89.8	-0.9	411.8741	262.93	-0.9
5	43.16274	-93.240961	344.3	89.8	-1	412.137	262.93	-1
5	43.162749	-93.237728	343.6	89.8	-0.3	412.4	262.93	-0.3
5	43.162762	-93.233876	343.2	89.7	-0.1	412.7132	313.27	-0.1
5	43.162775	-93.230502	344.8	89.7	0.6	412.9876	274.4	0.6
5	43.162787	-93.227128	345	89.7	0.1	413.262	274.4	0.1
5	43.1628	-93.223754	344.4	89.7	-0.2	413.5364	274.4	-0.2
5	43.162826	-93.219786	345.3	89.5	0.3	413.8591	322.71	0.3
5	43.162793	-93.216185	346.8	90.7	0.5	414.152	292.88	0.5
5	43.162771	-93.213347	346.6	90.6	-0.1	414.3828	230.81	-0.1
5	43.16277	-93.21327	346.6	91	0	414.3891	6.26	0
5	43.162705	-93.209397	343.8	91.3	-0.9	414.7041	315.06	-0.9
5	43.162699	-93.205525	341.4	90.1	-0.8	415.019	314.89	-0.8
5	43.162673	-93.20253	340.7	90.7	-0.3	415.2626	243.59	-0.3
5	43.16267	-93.20118	339.7	90.2	-0.9	415.3724	109.79	-0.9
5	43.162896	-93.199399	338.6	80.1	-0.8	415.5194	147	-0.7
5	43.163513	-93.195399	329	78.1	-2.9	415.8519	332.44	-2.9
5	43.163169	-93.193041	328	101.3	-0.5	416.0474	195.53	-0.5
5	43.162831	-93.189567	332.6	97.6	1.6	416.3324	285.01	1.6
5	43.162891	-93.18532	335	88.9	0.7	416.6779	345.45	0.7
5	43.162938	-93.18211	335.9	88.8	0.3	416.939	261.11	0.3
5	43.162926	-93.178939	334.3	90.3	-0.6	417.1968	257.89	-0.6
5	43.162877	-93.175245	333.2	91	-0.4	417.4973	300.46	-0.4
5	43.162834	-93.17215	332.2	91.1	-0.4	417.7491	251.75	-0.4
5	43.162771	-93.168056	332.5	91.2	0.1	418.0821	333.02	0.1
5	43.162722	-93.164932	335.3	91.2	1.1	418.3362	254.12	1.1
5	43.162673	-93.161808	332.4	91.2	-1.1	418.5903	254.12	-1.1
5	43.162643	-93.158276	332.2	90.7	-0.1	418.8776	287.26	-0.1
5	43.162607	-93.153552	332.8	90.6	0.2	419.2618	384.2	0.2
5	43.162584	-93.150423	332.4	90.6	-0.2	419.5163	254.48	-0.2
5	43.162561	-93.147295	329.5	90.6	-1.1	419.7707	254.4	-1.1
5	43.162537	-93.144166	329.2	90.6	-0.1	420.0251	254.48	-0.1
5	43.162561	-93.139111	336.2	89.6	1.7	420.4362	411.11	1.7
5	43.162603	-93.136403	339.9	88.8	1.7	420.6565	220.28	1.7
5	43.162644	-93.133694	345.1	88.8	2.4	420.8769	220.36	2.4
5	43.162706	-93.129688	346.2	88.8	0.3	421.2027	325.86	0.3
5	43.162753	-93.126726	343.4	88.8	-1.2	421.4437	240.94	-1.2
5	43.162805	-93.123191	349.8	88.8	2.2	421.7312	287.54	2.2
5	43.16262	-93.12281	350.5	123.7	1.9	421.7684	37.18	1.9
5	43.160424	-93.122777	351.4	179.4	0.4	422.0124	243.98	0.4
5	43.158228	-93.122744	348.7	179.4	-1.1	422.2564	243.98	-1.1
5	43.155493	-93.12269	345.9	179.2	-0.9	422.5603	303.88	-0.9
5	43.153056	-93.12264	344.4	179.1	-0.6	422.831	270.77	-0.6
5	43.150619	-93.12259	341.7	179.1	-1	423.1018	270.77	-1
5	43.14842	-93.12262	340.5	180.6	-0.5	423.3461	244.31	-0.5
5	43.148212	-93.122927	340.7	227.1	0.6	423.3801	34.02	0.6
5	43.148202	-93.117492	342.1	90.1	0.3	423.8222	442.11	0.3
5	43.148194	-93.114203	338.4	90.2	-1.4	424.0898	267.54	-1.4
5	43.148186	-93.110915	341.1	90.2	1	424.3573	267.46	1
5	43.148178	-93.107626	339.6	90.2	-0.6	424.6248	267.54	-0.6
5	43.148171	-93.104338	338.1	90.2	-0.6	424.8923	267.46	-0.6
5	43.148163	-93.101049	343.7	90.2	2.1	425.1598	267.54	2.1
5	43.148155	-93.097761	346.8	90.2	1.2	425.4273	267.46	1.2
5	43.148147	-93.094472	343.5	90.2	-1.2	425.6948	267.54	-1.2
5	43.148139	-93.091184	341.6	90.2	-0.7	425.9623	267.46	-0.7
5	43.148131	-93.087895	341.8	90.2	0.1	426.2298	267.54	0.1
5	43.148123	-93.084607	341.6	90.2	-0.1	426.4973	267.46	-0.1
5	43.148114	-93.08015	345.1	90.2	1	426.8598	362.56	1
5	43.148109	-93.07708	344.4	90.1	-0.3	427.1096	249.73	-0.3
5	43.148103	-93.07401	344.9	90.2	0.2	427.3593	249.73	0.2
5	43.1481	-93.07222	345.6	90.1	0.5	427.5049	145.61	0.5
5	43.148094	-93.069386	347.9	90.2	1	427.7354	230.53	1
5	43.148087	-93.066551	349.1	90.2	0.5	427.9661	230.61	0.5
5	43.148081	-93.063717	350.3	90.2	0.5	428.1966	230.53	0.5
5	43.14799	-93.060113	346.3	92	-1.4	428.4899	293.34	-1.4
5	43.147859	-93.055314	343.1	92.1	-0.8	428.8806	390.65	-0.8
5	43.147798	-93.053018	339.6	92.1	-1.9	429.0675	186.89	-1.9
5	43.147693	-93.049301	333.3	92.2	-2.1	429.37	302.59	-2.1
5	43.147607	-93.046281	326.9	92.2	-2.6	429.6159	245.85	-2.6
5	43.147492	-93.042143	326.2	92.2	-0.2	429.9527	336.85	-0.2
5	43.147404	-93.038946	325.9	92.2	-0.1	430.213	260.25	-0.1
5	43.147317	-93.035749	323.4	92.1	-1	430.4732	260.24	-1
5	43.147174	-93.030597	327.4	92.2	1	430.8926	419.4	1
5	43.147108	-93.028235	329.5	92.2	1.1	431.0849	192.28	1.1
5	43.146988	-93.025025	327.4	92.9	-0.8	431.3464	261.46	-0.8
5	43.14665	-93.02373	328	109.7	0.5	431.4582	111.84	0.5
5	43.144889	-93.023709	325.4	179.5	-1.3	431.6539	195.65	-1.3
5	43.141439	-93.023649	320.1	179.3	-1.4	432.0372	383.31	-1.4
5	43.139658	-93.023608	321	179	0.5	432.2351	197.89	0.5
5	43.137877	-93.023567	324.8	179	1.9	432.4329	197.89	1.9
5	43.13657	-93.02354	332.8	179.1		432.5782	145.22	5.5
5	43.134865	-93.023494	332.2	178.9	-0.3	432.7676	189.45	-0.3
5	43.131946	-93.023437	330.9	179.2	-0.4	433.0919	324.32	-0.4
5	43.130272	-93.023413	332.2	179.4	0.7	433.2779	185.98	0.7
5	43.127064	-93.02339	329.7	179.7	-0.7	433.6343	356.4	-0.7
5	43.125267	-93.02339	330.2	180	0.3	433.834	199.64	0.3
5	43.122709	-93.02342	331.5	180.5	0.5	434.1181	284.19	0.5
5	43.119538	-93.023463	327	180.6	-1.3	434.4704	352.3	-1.3
5	43.117105	-93.023507	329.5	180.8	0.9	434.7408	270.32	0.9
5	43.114799	-93.023563	329.2	181	-0.1	434.997	256.23	-0.1
5	43.11414	-93.02358	328.6	181.1	-0.8	435.0702	73.22	-0.8
5	43.112299	-93.023614	326.3	180.8	-1.1	435.2748	204.54	-1.1
5	43.109091	-93.02365	324.3	180.5	-0.6	435.6312	356.4	-0.6
5	43.106753	-93.02367	323.8	180.4	-0.2	435.8909	259.74	-0.2
5	43.104414	-93.02369	323.9	180.4	0	436.1508	259.86	0
5	43.102075	-93.02371	323.9	180.4	0	436.4106	259.86	0
5	43.099737	-93.02373	321.5	180.4	-0.9	436.6704	259.74	-0.9
5	43.096545	-93.023743	317.9	180.2	-1	437.025	354.62	-1
5	43.094617	-93.023356	316.5	171.7	-0.6	437.2415	216.5	-0.6
5	43.092422	-93.022203	315.8	159	-0.3	437.5028	261.3	-0.3
5	43.09001	-93.023196	315.1	196.7	-0.3	437.7827	279.89	-0.3
5	43.086563	-93.02376	308.8	186.8	-1.6	438.1684	385.69	-1.6
5	43.084776	-93.023781	310.5	180.5	0.9	438.3669	198.53	0.9
5	43.08397	-93.02379	314.7	180.5		438.4564	89.55	4.7
5	43.08237	-93.02379	314.4	180	-0.2	438.6342	177.75	-0.2
5	43.079806	-93.023767	320	179.6	2	438.919	284.85	2
5	43.076532	-93.023731	338.9	179.5		439.2828	363.73	5.2
5	43.074834	-93.023713	347.2	179.6		439.4714	188.64	4.4
5	43.072212	-93.023665	345.1	179.2	-0.7	439.7627	291.32	-0.7
5	43.069844	-93.02362	344.3	179.2	-0.3	440.0258	263.1	-0.3
5	43.06688	-93.023563	340.6	179.2	-1.1	440.3551	329.32	-1.1
5	43.06446	-93.023517	342	179.2	0.5	440.624	268.87	0.5
5	43.06204	-93.02347	337.3	179.2	-1.7	440.8929	268.87	-1.7
5	43.05962	-93.023423	342.2	179.2	1.8	441.1618	268.87	1.8
5	43.055656	-93.023352	329.8	179.2	-2.8	441.6022	440.41	-2.8
5	43.053923	-93.023325	330.1	179.3	0.2	441.7947	192.54	0.2
5	43.050424	-93.023271	329.6	179.4	-0.1	442.1835	388.74	-0.1
5	43.048498	-93.023241	326.3	179.3	-1.5	442.3974	213.98	-1.5
5	43.046572	-93.023212	321.8	179.4	-2.1	442.6114	213.98	-2.1
5	43.04511	-93.02304	321.3	175.1	-0.3	442.7744	163.02	-0.3
5	43.045148	-93.021312	320.4	88.3	-0.6	442.9153	140.86	-0.6
5	43.045208	-93.017337	322.5	88.8	0.7	443.2393	323.96	0.6
5	43.045247	-93.014395	323.1	89	0.3	443.479	239.76	0.3
5	43.045285	-93.011452	326.4	89	1.4	443.7189	239.84	1.4
5	43.04534	-93.006917	326.5	89	0	444.0884	369.57	0
5	43.045347	-93.003085	326.7	89.9	0.1	444.4007	312.24	0.1
5	43.045334	-93.00104	329.4	90.5	1.6	444.5673	166.63	1.6
5	43.045307	-92.997409	326.4	90.6	-1	444.8632	295.87	-1
5	43.045285	-92.994459	328.8	90.6	1	445.1035	240.38	1
5	43.045259	-92.990675	333	90.5	1.4	445.4119	308.34	1.4
5	43.045238	-92.987499	335.3	90.5	0.9	445.6707	258.79	0.9
5	43.04523	-92.983618	337.8	90.2	0.8	445.9869	316.23	0.8
5	43.045239	-92.979472	333.3	89.8	-1.3	446.3247	337.82	-1.3
5	43.045247	-92.976904	332.6	89.8	-0.3	446.534	209.25	-0.3
5	43.04525	-92.973307	321.2	89.9	-3.9	446.8271	293.09	-3.9
5	43.045254	-92.969018	314.1	89.9	-2	447.1765	349.47	-2
5	43.045258	-92.966357	310.9	89.9	-1.5	447.3934	216.82	-1.5
5	43.045233	-92.963129	308.5	90.6	-0.9	447.6564	263.04	-0.9
5	43.045606	-92.959904	309.6	81	0.4	447.9224	266.02	0.4
5	43.04587	-92.9597	309.2	29.5	-1.2	447.9561	33.71	-1.2
5	43.048821	-92.958534	300.2	16.1	-2.6	448.2975	341.33	-2.6
5	43.050407	-92.957931	309.3	15.5		448.4804	182.92	5
5	43.052396	-92.956163	310.6	33	0.5	448.7441	263.77	0.5
5	43.052314	-92.953352	309.7	92.3	-0.4	448.9733	229.2	-0.4
5	43.052272	-92.950108	308.3	91	-0.5	449.2377	264.34	-0.5
5	43.052258	-92.945858	305.2	90.3	-0.9	449.5839	346.26	-0.9
5	43.05224	-92.94352	299.4	90.6	-3.1	449.7744	190.49	-3
5	43.052236	-92.941306	314.2	90.1		449.9548	180.38	8.2
5	43.052232	-92.939092	315.1	90.1	0.5	450.1352	180.38	0.5
5	43.052216	-92.935767	311.4	90.4	-1.4	450.4061	270.9	-1.4
5	43.05221	-92.932094	314.2	90.1	0.9	450.7053	299.25	0.9
5	43.05221	-92.929267	319	90	2.1	450.9356	230.32	2.1
5	43.052195	-92.925782	319.2	90.3	0.1	451.2196	283.93	0.1
5	43.052151	-92.921928	317.1	90.9	-0.7	451.5336	314.03	-0.7
5	43.052089	-92.917957	312.9	91.2	-1.3	451.8572	323.6	-1.3
5	43.05205	-92.915218	314	91.1	0.5	452.0804	223.19	0.5
5	43.05205	-92.9152	314	90	0	452.0819	1.47	0
5	43.052007	-92.911806	316.3	91	0.8	452.3584	276.56	0.8
5	43.051963	-92.908411	320.8	91	1.6	452.6351	276.64	1.6
5	43.052034	-92.903292	321.7	88.9	0.2	453.0522	417.13	0.2
5	43.052129	-92.901334	323.8	86.2	1.3	453.2121	159.87	1.3
5	43.052281	-92.897848	325.8	86.6	0.7	453.4966	284.51	0.7
5	43.052494	-92.892797	328.9	86.7	0.8	453.9088	412.19	0.8
5	43.052578	-92.890733	333.1	86.8	2.5	454.0772	168.42	2.5
5	43.05252	-92.89017	333.8	98	1.5	454.1235	46.32	1.5
5	43.050185	-92.890138	333	179.4	-0.3	454.3829	259.42	-0.3
5	43.04785	-92.890106	324.2	179.4	-3.4	454.6423	259.42	-3.4
5	43.045515	-92.890074	324	179.4	-0.1	454.9018	259.42	-0.1
5	43.041881	-92.890037	326.2	179.6	0.5	455.3055	403.73	0.5
5	43.039963	-92.890023	323.8	179.7	-1.1	455.5186	213.08	-1.1
5	43.038044	-92.89001	330.7	179.7	3.2	455.7318	213.19	3.2
5	43.03803	-92.88983	330.7	96.1	0	455.7465	14.75	0
5	43.035534	-92.889934	326.9	181.7	-1.4	456.0239	277.42	-1.4
5	43.032583	-92.889836	325.4	178.6	-0.5	456.3519	327.93	-0.5
5	43.030686	-92.889771	320.2	178.6	-2.5	456.5627	210.81	-2.5
5	43.028149	-92.889731	320.3	179.3	0	456.8445	281.86	0
5	43.025293	-92.889688	324.1	179.4	1.2	457.1618	317.3	1.2
5	43.022358	-92.889607	323.5	178.8	-0.2	457.488	326.13	-0.2
5	43.020253	-92.889519	326.3	178.2	1.2	457.7219	233.96	1.2
5	43.017956	-92.889407	321	178	-2.1	457.9773	255.34	-2.1
5	43.015335	-92.889284	317.9	178	-1.1	458.2686	291.35	-1.1
5	43.012849	-92.889169	315.4	178.1	-0.9	458.545	276.34	-0.9
5	43.010364	-92.889053	319	178	1.3	458.8212	276.23	1.3
5	43.006683	-92.888914	317.9	178.4	-0.3	459.2303	409.09	-0.3
5	43.004565	-92.888848	314.8	178.7	-1.3	459.4656	235.36	-1.3
5	43.002448	-92.888782	317.1	178.7	1	459.7009	235.25	1
5	42.998845	-92.888653	317.8	178.5	0.2	460.1013	400.41	0.2
5	42.99693	-92.888576	317.1	178.3	-0.3	460.3141	212.84	-0.3
5	42.995016	-92.888499	316.3	178.3	-0.4	460.5268	212.72	-0.4
5	42.992539	-92.888488	314.2	179.8	-0.8	460.802	275.18	-0.8
5	42.989988	-92.88852	313.3	180.5	-0.3	461.0854	283.41	-0.3
5	42.986668	-92.888569	309.1	180.6	-1.1	461.4543	368.85	-1.1
5	42.985092	-92.888012	313.8	165.5	2.6	461.6352	180.88	2.6
5	42.98419	-92.88607	318.2	122.4	2.4	461.8226	187.43	2.3
5	42.983603	-92.884681	318.1	120	-0.1	461.9533	130.72	-0.1
5	42.981128	-92.882096	316.5	142.6	-0.5	462.2998	346.49	-0.5
5	42.979635	-92.88092	316	150	-0.3	462.4914	191.6	-0.3
5	42.977626	-92.878406	311.3	137.5	-1.6	462.7945	303.09	-1.6
5	42.975567	-92.875988	313.6	139.3	0.8	463.0965	302.04	0.8
5	42.973792	-92.874404	313.8	146.9	0.1	463.3323	235.75	0.1
5	42.972548	-92.871114	309.1	117.3	-1.6	463.6341	301.88	-1.6
5	42.970705	-92.869387	308.8	145.6	-0.1	463.8827	248.53	-0.1
5	42.97014	-92.86935	309	177.3	0.3	463.9455	62.84	0.3
5	42.968685	-92.868461	308.8	155.9	-0.1	464.1227	177.16	-0.1
5	42.965955	-92.868388	307	178.9	-0.6	464.426	303.34	-0.6
5	42.96506	-92.86838	305.2	179.6	-1.8	464.5254	99.43	-1.8
5	42.96519	-92.866674	307.4	84.1	1.6	464.6654	139.93	1.6
5	42.965236	-92.861644	310	89.3	0.6	465.0758	410.41	0.6
5	42.965265	-92.85785	310.3	89.4	0.1	465.3854	309.56	0.1
5	42.965281	-92.85561	309	89.4	-0.7	465.5681	182.76	-0.7
5	42.965306	-92.851891	305.6	89.5	-1.1	465.8716	303.43	-1.1
5	42.96532	-92.847531	307.8	89.7	0.6	466.2273	355.72	0.6
5	42.96532	-92.845373	308.8	90	0.6	466.4033	176.06	0.6
5	42.96531	-92.8425	311.5	90.3	1.2	466.6377	234.4	1.2
5	42.96531	-92.840986	311.6	90	0.1	466.7613	123.52	0.1
5	42.965306	-92.837406	316	90.1	1.5	467.0533	292.08	1.5
5	42.965302	-92.834963	318.3	90.1	1.2	467.2527	199.32	1.2
5	42.965294	-92.831362	321.2	90.2	1	467.5465	293.8	1
5	42.965297	-92.82792	325.3	89.9	1.5	467.8273	280.82	1.5
5	42.965291	-92.824949	325.9	90.2	0.2	468.0697	242.4	0.2
5	42.965303	-92.819383	329.8	89.8	0.9	468.5238	454.11	0.9
5	42.965306	-92.816917	323.3	89.9	-3.2	468.725	201.19	-3.2
5	42.965309	-92.81445	323.5	89.9	0.1	468.9263	201.27	0.1
5	42.96531	-92.811036	319.6	90	-1.4	469.2048	278.54	-1.4
5	42.96412	-92.81021	320.5	153.1	0.6	469.3532	148.39	0.6
5	42.9628	-92.81021	323.3	180	1.9	469.4998	146.64	1.9
5	42.960796	-92.810184	320	179.5	-1.5	469.7225	222.64	-1.5
5	42.957653	-92.81017	324.5	179.8	1.3	470.0716	349.16	1.3
5	42.955188	-92.810153	326.7	179.7	0.8	470.3455	273.85	0.8
5	42.952842	-92.810135	326.8	179.7	0	470.6061	260.63	0
